Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass
2935.0,593454.0,0.24354,27.19972350380637,27.19972350380637,117.0,0.24354,158.62981307682404,158.62981307682404,20443.953125,52331.34375,53110.68359375,-125.68982696533205,-86.56536865234375,-406.10101318359375,0.4679330659497083
2955.0,594167.0,0.24354,31.83779933235862,31.83779933235862,117.0,0.24354,167.17743712571252,167.17743712571252,6047.33154296875,12358.44921875,10817.8349609375,143.37020874023438,187.0137634277344,351.00848388671875,0.6292666829265039
3020.0,596253.0,0.24354,22.9279100894928,22.9279100894928,117.0,0.24354,149.84818006247949,149.84818006247949,61007.1171875,64011.53515625,48188.76953125,207.8341064453125,92.77294158935548,-3.3525230884552,0.33489548791991336
3345.0,606534.0,0.24354,31.133854931051093,31.133854931051093,117.0,0.24354,165.93612670819877,165.93612670819877,15750.7314453125,9595.482421875,2738.5478515625,159.6029510498047,-7.001975059509277,157.1832733154297,0.6038263774850675
3617.0,614545.0,0.24354,30.219324610450048,30.219324610450048,117.0,0.24354,164.29520955309562,164.29520955309562,1084.0633544921877,31572.26953125,24608.4765625,202.3734436035156,-322.7337341308594,-337.1405334472656,0.5712508359348468
3698.0,616791.0,0.24354,25.905395095998593,25.905395095998593,117.0,0.24354,156.07262066858615,156.07262066858615,50077.5703125,8266.9052734375,45328.890625,-84.47846984863281,-174.53150939941406,-180.06826782226562,0.425868599176426
3738.0,617881.0,0.24354,17.56257089701566,17.56257089701566,117.0,0.24354,137.10691094888284,137.10691094888284,24911.7890625,10291.0419921875,11710.3798828125,-625.9285278320312,-88.62445831298828,-224.1459045410156,0.19464578824653847
3934.0,623199.0,0.24354,24.05828508463773,24.05828508463773,117.0,0.24354,152.27135242065734,152.27135242065734,44142.4921875,1022.5985107421876,60641.70703125,-178.20272827148438,35.05158233642578,-37.75328063964844,0.3684303043914873
3990.0,624638.0,0.24354,31.377526846798983,31.377526846798983,117.0,0.24354,166.36790687754416,166.36790687754416,24797.4609375,4201.6748046875,4943.619140625,-314.1744384765625,-13.362318992614744,-244.19227600097656,0.6125975735074944
4107.0,627755.0,0.24354,30.268208547071985,30.268208547071985,117.0,0.24354,164.38375190108746,164.38375190108746,511.138671875,70732.71875,12760.2978515625,144.11734008789062,101.03936004638672,-9.86313533782959,0.572977984245881
4130.0,628375.0,0.24354,19.314165819774974,21.352301944385875,114.0,0.29158,141.52135169487204,144.89181090600002,3809.881591796875,11131.517578125,34251.50390625,160.00845336914062,87.63678741455078,-231.4431304931641,0.26775658804505503
4142.0,628746.0,0.24354,19.099070267243818,19.100573929873377,115.0,0.27335,140.99403027365514,140.12254740253462,74141.453125,43380.10546875,27960.59375,302.7978820800781,136.31349182128906,15.081871032714846,0.2199284472531487
4144.0,628798.0,0.24354,24.996128949252054,24.996128949252054,117.0,0.24354,154.2248067969737,154.2248067969737,3844.077880859375,74360.5,4030.81103515625,246.3017120361328,-60.31586837768555,77.0677490234375,0.3971981994455137
4196.0,630150.0,0.24354,23.855976083061915,24.368142539804634,116.0,0.26134,151.84332771705672,152.34991845779518,69471.2734375,15932.814453125,71571.3828125,134.50386047363278,222.23287963867188,115.49681091308594,0.3664037420702247
