Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,Escape Speed z=0,Escape Speed Max Mass,AM Stellar Mass
2706.0,355486.0,1.472,12.128793380477214,14.737759124148974,72.0,1.6667,108.13264966673391,114.813768712817,13187.208984375,8579.849609375,32690.666015625,-186.83953857421875,-8.245624542236326,-350.8493957519531,197.00905617546601,202.13050124062457,0.0567205172861432
2715.0,355861.0,1.472,12.901178815148096,17.402377995577723,72.0,1.6667,110.38094572144888,121.35369953565285,8049.37353515625,45691.875,71458.7265625,131.32052612304688,91.16664123535156,-75.39595031738281,187.6589736326525,192.25606118857428,0.07699231260004859
2890.0,362853.0,1.472,13.2433758540587,18.566597591746934,72.0,1.6667,111.3483743052405,124.00168774950308,19368.01953125,55781.5078125,51137.3046875,-138.68000793457028,-562.18994140625,-44.35510635375977,171.15361285120264,175.0323280003566,0.08670292983045508
3008.0,367478.0,1.472,7.228240370750427,7.76146487756209,73.0,1.6042,90.9973002959374,92.85301957031649,74264.046875,60412.125,72842.7578125,209.4857635498047,-142.4501190185547,-205.55015563964844,149.12565141734626,152.50407819257427,0.017473358030440464
3010.0,367562.0,1.472,11.938517743890936,16.614198684692386,69.0,1.9041,107.56420759015518,118.9550788953873,42151.70703125,47042.96484375,14231.115234375,-20.034578323364254,16.355865478515625,73.83042907714844,147.52625054944897,150.56215532565452,0.067714727035263
3029.0,368294.0,1.472,13.156886805187574,14.585085890509866,74.0,1.5312,111.10544893461359,114.79677396350988,27039.447265625,33818.88671875,13773.2919921875,18.660717010498047,10.003592491149902,-60.93394088745117,158.72661107089763,162.14580434757994,0.05721118403862761
3053.0,369161.0,1.472,7.735894484953447,9.376932951537047,72.0,1.6667,93.07959642438969,98.74999710526122,46200.1953125,69931.265625,43450.52734375,-89.6065444946289,230.36094665527344,176.63088989257812,178.5573060369523,182.78436327708323,0.024607938128786384
3115.0,371423.0,1.472,10.796107351779938,16.751076687466014,73.0,1.6042,104.01757161400505,119.99478583766823,21355.560546875,70081.984375,14437.755859375,-188.9072570800781,164.29421997070312,-153.87510681152344,144.71207061256263,147.82483744020843,0.07274163459729965
3257.0,376537.0,1.472,5.1457309587435285,5.1457309587435285,75.0,1.472,81.25186488647253,81.25186488647253,70963.0390625,72088.4453125,50643.6171875,21.00617027282715,-115.19908142089844,-77.35688018798828,164.04482795049034,167.6399872724911,0.008224856048173452
3265.0,376841.0,1.472,7.1372389793396,8.01792402159084,74.0,1.5312,90.61381012828436,94.04029846141957,18091.1640625,68286.765625,5096.26025390625,312.1833801269531,190.1786346435547,-400.7940368652344,178.97738937939522,182.90809172562757,0.01875450555109304
