Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass
3359.0,645292.0,0.048524,22.558637640692968,26.07310901988637,120.0,0.19728,156.25689796722654,158.01110134537856,40169.75,54570.296875,53970.6484375,-245.76010131835938,8.792572975158691,-310.52410888671875,0.4690311649668539
3740.0,655861.0,0.048524,19.54204521395944,19.918837330558084,127.0,0.099401,148.95608418960694,147.91064569553592,63269.71484375,11811.5029296875,35947.4921875,170.33905029296875,-37.883567810058594,-191.7025146484375,0.339204849485451
4558.0,675162.0,0.048524,21.541825749657374,21.541825749657374,131.0,0.048524,153.87299670795747,153.87299670795747,62836.265625,62062.29296875,19818.681640625,162.97291564941406,106.89549255371094,-15.062535285949707,0.4496379792567784
4612.0,676368.0,0.048524,21.077792752872814,21.077792752872814,131.0,0.048524,152.76010644109826,152.76010644109826,71220.9765625,19935.50390625,32327.845703125,109.21400451660156,-278.26837158203125,-408.38812255859375,0.4308582495443585
4643.0,677010.0,0.048524,22.478917782956906,22.478917782956906,131.0,0.048524,156.07261555916602,156.07261555916602,33697.1953125,7678.10498046875,38253.640625,2.520883083343506,-288.4159851074219,-283.328857421875,0.4883480469095386
4670.0,677585.0,0.048524,18.172507936304267,18.52297647432848,127.0,0.099401,145.39178373420438,144.37157566426154,7263.71337890625,51548.77734375,42129.6875,92.31403350830078,344.2762451171875,663.167236328125,0.29252221939451506
4935.0,683229.0,0.048524,19.81956308538264,19.81956308538264,131.0,0.048524,149.6578842182511,149.6578842182511,24754.494140625,28527.390625,55487.5390625,-164.6525421142578,-38.49090194702149,-335.8478088378906,0.3813431354240631
5173.0,687746.0,0.048524,19.86844837665558,19.86844837665558,131.0,0.048524,149.7808277696751,149.7808277696751,46171.4375,39555.3671875,56806.7734375,-240.2857360839844,-4.679723739624023,-30.36186790466309,0.3832266554331318
5185.0,687960.0,0.048524,22.12694422765212,22.12694422765212,131.0,0.048524,155.2537346688651,155.2537346688651,30433.626953125,34327.39453125,43110.0234375,-496.5629577636719,121.25553894042969,32.373489379882805,0.4736894017996466
5203.0,688330.0,0.048524,20.48515325242823,20.48515325242823,131.0,0.048524,151.31476745678984,151.31476745678984,71107.2265625,63875.83984375,38065.9609375,-100.48450469970705,-125.55211639404295,193.13677978515625,0.4072721301832056
5207.0,688403.0,0.048524,14.665558934211733,14.665558934211733,131.0,0.048524,135.36335674261863,135.36335674261863,53046.9765625,12302.1982421875,47633.609375,41.54497146606445,-58.8531723022461,-212.47067260742188,0.20426099047135515
5220.0,688670.0,0.048524,18.280055035244327,18.280055035244327,131.0,0.048524,145.67803516890817,145.67803516890817,23446.091796875,13702.05859375,3709.235107421875,-268.97299194335943,-163.07208251953125,-38.934043884277344,0.3238231027172999
5222.0,688732.0,0.048524,17.127868804064665,17.127868804064665,131.0,0.048524,142.55069910516585,142.55069910516585,1703.516845703125,49974.984375,56193.01171875,-106.14602661132812,356.9214172363281,-532.7738037109375,0.2832131636242149
5233.0,688912.0,0.048524,22.78651703487743,23.097878152673893,128.0,0.083884,156.78128685529938,156.01936050760668,21195.91796875,63401.44921875,4987.833984375,-318.5809631347656,305.3039245605469,-285.29449462890625,0.4719110212280708
5271.0,689638.0,0.048524,21.143223751675,22.59925007820129,116.0,0.26134,152.91801230970987,148.57055988231824,42744.95703125,38793.41796875,67733.703125,-230.3167266845703,75.34087371826172,439.7145385742188,0.31549454533479626
5292.0,690028.0,0.048524,29.498078606345445,29.650753194635573,99.0,0.59854,170.87013078471318,154.00844533421431,12866.52734375,9057.6533203125,21582.8046875,-106.3321762084961,82.42156219482422,61.75822830200195,0.34874445263781945
5309.0,690367.0,0.048524,20.462591539729726,20.462591539729726,131.0,0.048524,151.259195918964,151.259195918964,65542.765625,34643.484375,71739.6796875,117.05917358398438,-51.386680603027344,140.23872375488278,0.40638332703161867
5312.0,690422.0,0.048524,22.42476831782948,22.42476831782948,131.0,0.048524,155.94719368754892,155.94719368754892,22022.884765625,21869.486328125,20766.966796875,-286.9330139160156,-161.1777801513672,96.49568939208984,0.4860838294581521
5316.0,690504.0,0.048524,17.767888578501612,18.44099976799705,127.0,0.099401,144.30460255472184,144.1582800530228,33583.34375,42156.66015625,70583.359375,-3.8092737197875977,-72.57383728027344,-142.3029327392578,0.2898685080937023
5317.0,690530.0,0.048524,16.787928613749422,17.166977578943428,126.0,0.10987,141.60131296009678,140.3837849598207,16959.337890625,28662.75,21211.560546875,-311.137451171875,-127.82913208007812,101.31865692138672,0.2437910733057787
5327.0,690690.0,0.048524,21.447815678336404,21.447815678336404,131.0,0.048524,153.6488327068989,153.6488327068989,56114.62890625,4579.50244140625,34942.453125,-7.608106136322021,96.24195098876952,514.8939819335939,0.44581183832502536
5364.0,691388.0,0.048524,20.187330516901888,20.91383934020996,126.0,0.10987,150.57788986656269,149.93289382771582,21264.07421875,7628.48193359375,8549.6787109375,-275.98602294921875,-78.34595489501953,23.802453994750977,0.3650990779913437
5368.0,691484.0,0.048524,18.260500647804953,18.260500647804953,131.0,0.048524,145.62607213994067,145.62607213994067,48718.28125,51574.3359375,25920.658203125,116.62589263916016,37.0372314453125,165.09535217285156,0.3231158253528712
5390.0,691878.0,0.048524,18.71926947073503,18.71926947073503,131.0,0.048524,146.8355477690851,146.8355477690851,9538.3349609375,33638.46875,65636.890625,150.35281372070312,154.95762634277344,-89.13853454589844,0.33986774203049386
