Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,Escape Speed z=0,Escape Speed Max Mass,AM Stellar Mass
2455.0,474599.0,0.75744,14.161665331233632,27.068861506202,84.0,1.0355,118.36965940946493,143.9161820799508,60830.63671875,9839.1484375,44329.32421875,-195.5504302978516,-155.0540771484375,-251.6537933349609,192.5408716895207,198.84258773128929,0.2161039272361959
2715.0,486182.0,0.75744,5.940679799426688,12.411575425754895,78.0,1.3024,88.60964648751914,109.58690236572471,67067.125,61249.74609375,39432.234375,139.98777770996094,53.30955123901367,409.2240295410156,178.09019165986624,189.87511335323896,0.04468429963187126
2875.0,492789.0,0.75744,12.709399515932255,16.67812466621399,77.0,1.3576,114.17665083951248,120.68670785551849,10853.58984375,12504.4296875,64510.98046875,47.36703872680664,233.05270385742188,-47.76420593261719,177.53164601829906,182.61578881994075,0.07676074807874739
3010.0,498131.0,0.75744,18.949407068165872,23.214451291344385,89.0,0.8869,130.43700875719708,138.07628280518142,65129.78515625,21655.92578125,32175.826171875,45.550819396972656,-161.36184692382812,-487.6222839355469,163.75488488948213,168.72684486269205,0.1751706446796666
3012.0,498189.0,0.75744,13.969884677366776,13.969884677366776,93.0,0.75744,117.83289902367231,117.83289902367231,8273.2333984375,438.2087097167969,39493.79296875,-121.75891876220705,152.06976318359375,-64.09932708740234,142.63066807856754,146.11346912808878,0.0702971604629916
3038.0,499136.0,0.75744,12.167902155355975,14.542969790371982,92.0,0.7910699999999999,112.53152178635571,119.06209920965128,9566.0986328125,48827.140625,38287.59765625,-108.3630599975586,198.5901031494141,463.552490234375,171.37390666707944,176.0931818675841,0.07458225393541963
3039.0,499184.0,0.75744,6.309198384935206,7.460632784800096,81.0,1.1546,90.40525666672742,93.07120413361582,34677.32421875,20295.09375,39035.44921875,-128.90351867675778,-83.63174438476562,156.03237915039062,161.85018466651584,166.03276592585806,0.017554148098234527
3078.0,500575.0,0.75744,8.850476958534935,11.915954676541414,88.0,0.9229999999999999,101.20248600884224,110.26702016634943,68423.78125,62984.29296875,21925.103515625,-118.44569396972656,-99.13321685791016,104.54161834716795,123.92031836748718,126.84470520442,0.04707908646585576
3102.0,501429.0,0.75744,4.246243360367688,16.098271716724742,84.0,1.0355,79.22652046107693,121.02619614754263,17290.546875,15119.541015625,61832.375,107.24224090576172,-47.631797790527344,-112.69606018066406,214.45391425331252,222.40700610427177,0.08036249940819544
3347.0,509975.0,0.75744,15.38379490375519,15.66131277517839,87.0,0.9505299999999999,121.68119031759248,120.5576772647011,49819.49609375,39485.10546875,71288.015625,-236.5179443359375,-443.0029602050781,50.94830703735352,139.96256554373667,145.23531727164485,0.07918828003990946
3466.0,513968.0,0.75744,15.15817100351507,15.15817100351507,93.0,0.75744,121.08338579329369,121.08338579329369,52093.19140625,18900.02734375,9758.1435546875,111.36367797851562,97.82959747314452,-28.74945640563965,149.34295903052538,153.0466636723799,0.08264803480955517
3513.0,515575.0,0.75744,11.092427102002231,15.647775747559287,72.0,1.6667,109.11333168116349,117.12987842632748,32313.765625,3872.52783203125,36715.88671875,217.1837158203125,-83.72631072998047,-116.53748321533205,182.48259041835644,187.9062354418766,0.0633331476263936
3655.0,520080.0,0.75744,8.426303890618412,12.434890324419195,89.0,0.8869,99.55918396353412,112.13648331238234,74895.84375,68181.9375,1811.7181396484373,123.93585205078124,-119.42223358154295,-45.23780059814453,138.09562957486372,141.59843972755613,0.05204400842664845
3673.0,520657.0,0.75744,17.18427511778745,25.501527569510717,70.0,1.8227,126.25425630546688,137.4089355746315,11007.716796875,20608.109375,23003.123046875,-320.8387145996094,-9.550410270690918,165.2627716064453,156.99926968599303,161.1382470134553,0.14925743748564912
3727.0,522281.0,0.75744,2.9729719866405837,2.979740839112889,72.0,1.6667,70.3502904307823,67.38703051207996,58727.390625,74569.96875,38595.05859375,-208.485595703125,-25.2578239440918,-464.6647644042969,95.4293174017134,97.71807572200717,0.0029313125998592193
3779.0,523827.0,0.75744,8.205944164232776,8.918915959921753,90.0,0.8514700000000001,98.68363573862403,100.65027691218384,18290.732421875,1255.0206298828125,12475.2041015625,-178.0655517578125,61.00320816040039,-441.5068054199219,154.58781068391485,158.3869671545139,0.027456615290627085
3843.0,525759.0,0.75744,11.294736780903554,16.5577923709696,91.0,0.81671,109.77269513889969,124.05226482513037,1776.859130859375,51605.54296875,59796.65625,-20.283344268798828,128.27397155761722,-454.7970275878906,147.86671137664467,151.60858536405465,0.09482380807627627
3858.0,526213.0,0.75744,3.4437741745602004,23.715336214412346,92.0,0.7910699999999999,73.88345180642243,140.14112411657672,14828.328125,51781.84765625,48741.64453125,-109.90641784667969,-177.60321044921875,-45.95268630981445,217.9322598689616,225.7421991991655,0.19404176585941305
3897.0,527425.0,0.75744,9.619102559306405,10.214750062335623,91.0,0.81671,104.05121139653228,105.60386218959066,66673.015625,29929.3515625,67793.4765625,318.8865661621094,283.26202392578125,270.51861572265625,154.04524465081658,157.95677689243956,0.03652088074442895
3924.0,528262.0,0.75744,4.304905506697568,8.01717219027606,77.0,1.3576,79.58969309899432,94.54040078909277,19050.078125,23802.546875,54471.6328125,25.41756248474121,-43.71951293945313,-338.2582092285156,178.18652796063918,183.69845876984556,0.01929812651655977
3934.0,528541.0,0.75744,5.330742760138079,16.639017245986246,91.0,0.81671,85.46694837489184,124.25478172188645,29826.10546875,5035.0673828125,31402.513671875,-247.93785095214844,-28.572307586669922,314.664306640625,172.77036720703765,178.1129048651843,0.09573825588430207
3989.0,530129.0,0.75744,15.710198066451333,15.710198066451333,93.0,0.75744,122.53575824284952,122.53575824284952,23152.15234375,51193.1328125,30620.162109375,-253.6793365478516,-181.438720703125,380.4806213378906,133.9554883123832,139.37708620496446,0.0887098863539189
3991.0,530192.0,0.75744,2.822556109590964,6.214436482299456,76.0,1.4141,69.14325443047684,86.68094738881216,51719.984375,19618.728515625,41796.69140625,-57.38552474975586,-287.5364685058594,-68.40018463134766,231.59132378933495,241.03282374970433,0.011816858238944926
4001.0,530489.0,0.75744,6.289644674821334,11.254876174710017,91.0,0.81671,90.31176419962965,109.07305078579672,67216.59375,46757.79296875,36500.546875,263.87872314453125,78.81913757324219,10.108269691467283,101.85251019521023,104.12406388807085,0.044269456760126266
4042.0,531681.0,0.75744,2.2539836777882143,3.142189911820672,64.0,2.4442,64.14840728957857,67.84837677868279,40696.78125,37913.60546875,69323.421875,408.2391357421875,-3.1833510398864746,256.70730590820307,194.0628238979553,200.631226572905,0.0032350365446773325
4055.0,532068.0,0.75744,3.407674418254332,3.512965345924552,90.0,0.8514700000000001,73.62438052971295,73.77947695372312,7814.861328125,8168.2529296875,10952.2431640625,126.6137924194336,103.4819107055664,166.7698974609375,180.6080334151499,186.019722768798,0.004303080599898825
4057.0,532136.0,0.75744,14.297791502692485,15.78465375033292,91.0,0.81671,118.74771885836373,122.09060337890485,71798.21875,17008.130859375,30235.5,-22.858572006225586,-311.97589111328125,-461.2850646972656,117.5681629635548,127.25052346471867,0.08632722118683242
4066.0,532370.0,0.75744,7.51478292725303,10.491515425118534,84.0,1.0355,95.8313859303194,104.9298471718538,58321.046875,31562.193359375,23658.5625,437.72247314453125,-113.378173828125,-1.3438026905059814,161.74614072217813,166.67387123737225,0.0351319960839213
4106.0,533457.0,0.75744,11.82269643653523,16.395342620936304,83.0,1.0745,111.45711615238234,121.49937045592043,52602.51953125,16037.365234375,57314.05078125,-19.16555976867676,-44.5674057006836,-176.29759216308594,163.49827800496368,168.23517658640085,0.08188734548375391
4142.0,534389.0,0.75744,3.0090717429464515,3.2384561544114896,92.0,0.7910699999999999,70.63389192075734,72.16642228018452,10835.291015625,71056.375,37116.46875,-49.51953125,5.9553871154785165,45.89665603637695,161.84135451719706,166.01059173571528,0.0037064093103685203
4165.0,535088.0,0.75744,9.328047660264103,15.267223119735718,86.0,0.98785,102.99098407210163,119.24928918634798,14782.916015625,46210.05859375,62018.625,188.79087829589844,81.10691833496094,-254.24169921875,164.88491771831409,169.53321855212002,0.07408295638898656
4169.0,535201.0,0.75744,2.846622670238669,5.454083735292609,83.0,1.0745,69.33921547329054,84.18624311337274,39752.71875,18858.40234375,62627.30859375,-100.3592300415039,94.0723648071289,-114.4558334350586,219.95290145480152,232.64770451132185,0.00975013261671967
4196.0,535976.0,0.75744,5.053225227377632,7.368879562074487,90.0,0.8514700000000001,83.95730850503143,94.44481124397268,15465.705078125,54604.44140625,49240.55859375,-196.5171356201172,-735.254150390625,-303.611572265625,133.9607389795292,137.52175703793802,0.018799663250362843
