Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass
5312.0,690422.0,0.048524,22.42476831782948,22.42476831782948,131.0,0.048524,155.94719368754892,155.94719368754892,22022.884765625,21869.486328125,20766.966796875,-286.9330139160156,-161.1777801513672,96.49568939208984,0.4860838294581521
5670.0,696868.0,0.048524,20.31292698600076,20.31292698600076,131.0,0.048524,150.88952039686126,150.88952039686126,41629.95703125,1720.0916748046875,56119.5078125,-24.350269317626953,-74.44347381591797,-315.89361572265625,0.4005047049987485
6108.0,704073.0,0.048524,22.370617498051036,22.51351286064495,129.0,0.073662,155.82156660227855,155.1076415377271,26092.013671875,22940.1328125,54613.21484375,-154.61880493164062,239.4062042236328,-2.533959150314331,0.4601712761296258
6133.0,704472.0,0.048524,22.713566368276425,22.713566368276425,131.0,0.048524,156.61379706930958,156.61379706930958,40540.51953125,72461.9296875,73849.1640625,-186.2710723876953,351.60125732421875,-249.0239715576172,0.4981969904555579
6401.0,708659.0,0.048524,19.930118864232853,20.6438424912366,126.0,0.10987,149.9356379802716,149.28488793100848,19841.3515625,13706.4765625,8753.5380859375,-278.86489868164057,-151.67019653320312,-29.589529037475586,0.3557078444112237
6570.0,711181.0,0.048524,17.286558042873036,17.286558042873036,131.0,0.048524,142.98958923184253,142.98958923184253,39260.3359375,58997.30859375,37172.54296875,-50.00962448120117,235.6255340576172,186.36460876464844,0.2886749034518871
6592.0,711503.0,0.048524,20.64534615386616,20.64534615386616,131.0,0.048524,151.70816847863128,151.70816847863128,61510.01171875,40732.60546875,72550.2578125,91.42184448242188,-220.0123443603516,-26.011701583862305,0.4136022930346529
6628.0,712042.0,0.048524,17.96719025481831,17.97170259735801,129.0,0.073662,144.84215058508966,143.88488712225183,46090.59765625,9047.9580078125,57983.7734375,-108.8905029296875,-57.93925476074219,-106.11299896240234,0.29290855428555884
6762.0,713946.0,0.048524,20.236215808174826,20.236215808174826,131.0,0.048524,150.69933749411638,150.69933749411638,32524.134765625,67485.828125,3979.18994140625,-185.35731506347656,137.79437255859378,-137.57267761230472,0.3975033381489626
6842.0,715059.0,0.048524,16.686397519978613,16.70520007610321,127.0,0.099401,141.31527375619862,139.48537204680704,53623.6484375,9807.2470703125,45560.19140625,-61.72674179077149,-68.64886474609375,-192.7325592041016,0.23610716311077914
