Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass,Escape Speed z=0,Escape Speed Max Mass
2706.0,355486.0,1.472,12.128793380477214,14.737759124148974,72.0,1.6667,108.13264966673391,114.813768712817,13187.208984375,8579.849609375,32690.666015625,-186.83953857421875,-8.245624542236326,-350.8493957519531,0.0567205172861432,197.00905617546601,202.13050124062457
2715.0,355861.0,1.472,12.901178815148096,17.402377995577723,72.0,1.6667,110.38094572144888,121.35369953565285,8049.37353515625,45691.875,71458.7265625,131.32052612304688,91.16664123535156,-75.39595031738281,0.07699231260004859,187.6589736326525,192.2560611885743
2890.0,362853.0,1.472,13.2433758540587,18.566597591746934,72.0,1.6667,111.3483743052405,124.00168774950308,19368.01953125,55781.5078125,51137.3046875,-138.68000793457028,-562.18994140625,-44.35510635375977,0.08670292983045508,171.1536128512026,175.03232800035659
3008.0,367478.0,1.472,7.228240370750427,7.76146487756209,73.0,1.6042,90.9973002959374,92.85301957031649,74264.046875,60412.125,72842.7578125,209.4857635498047,-142.4501190185547,-205.55015563964844,0.017473358030440464,149.12565141734626,152.50407819257427
3010.0,367562.0,1.472,11.938517743890936,16.614198684692386,69.0,1.9041,107.56420759015518,118.9550788953873,42151.70703125,47042.96484375,14231.115234375,-20.034578323364254,16.355865478515625,73.83042907714844,0.067714727035263,147.52625054944897,150.56215532565452
3029.0,368294.0,1.472,13.156886805187574,14.585085890509866,74.0,1.5312,111.10544893461359,114.79677396350988,27039.447265625,33818.88671875,13773.2919921875,18.660717010498047,10.003592491149902,-60.93394088745117,0.05721118403862761,158.7266110708976,162.14580434757994
3053.0,369161.0,1.472,7.735894484953447,9.376932951537047,72.0,1.6667,93.07959642438969,98.74999710526122,46200.1953125,69931.265625,43450.52734375,-89.6065444946289,230.36094665527344,176.63088989257812,0.024607938128786384,178.55730603695233,182.78436327708326
3257.0,376537.0,1.472,5.1457309587435285,5.1457309587435285,75.0,1.472,81.25186488647253,81.25186488647253,70963.0390625,72088.4453125,50643.6171875,21.00617027282715,-115.19908142089844,-77.35688018798828,0.008224856048173452,164.04482795049034,167.63998727249108
3265.0,376841.0,1.472,7.1372389793396,8.01792402159084,74.0,1.5312,90.61381012828436,94.04029846141957,18091.1640625,68286.765625,5096.26025390625,312.1833801269531,190.1786346435547,-400.7940368652344,0.01875450555109304,178.97738937939522,182.9080917256276
3313.0,378481.0,1.472,1.6019303690303457,3.6002065647732127,65.0,2.3161,55.067943397387545,71.07899690998953,52617.609375,69495.1953125,14615.4013671875,118.26549530029295,280.4032592773437,-0.5473561882972717,0.004127018185545821,230.11983090505703,236.68856823654102
3344.0,379571.0,1.472,5.1773183725096965,5.449571392752908,73.0,1.6042,81.4177825189379,82.52817628978983,9610.470703125,55998.109375,972.2977294921876,164.268310546875,183.10626220703125,-360.9080810546875,0.00904412908437829,166.94006420102943,170.6078483139701
3345.0,379622.0,1.472,3.1609921292825183,4.220672629096292,67.0,2.1033,69.07042324621561,75.12468704734361,27915.701171875,61798.87890625,27431.5234375,-10.957110404968262,24.778430938720703,312.2866516113281,0.00551343087004882,197.42780340265324,202.09506363393672
3421.0,382230.0,1.472,9.454397315328773,14.658037911761891,72.0,1.6667,99.51661505055401,114.60637294493229,6332.14208984375,2072.137451171875,41465.515625,-258.32931518554693,61.7422103881836,-121.74414825439452,0.056156801494546105,185.10118793415256,189.4110894257867
3466.0,383672.0,1.472,6.732619621536949,13.643482869321652,74.0,1.5312,88.86805434267586,112.27121861710384,44663.5703125,4655.029296875,72411.3125,-163.23854064941406,-201.37208557128903,63.2299919128418,0.05053929198596166,186.6531253428532,191.03455167032945
3477.0,384037.0,1.472,8.442097766832873,9.309245781465009,70.0,1.8227,95.82991543168644,98.20442918551927,62338.55859375,61153.96875,40226.453125,219.8857421875,206.2013397216797,111.74188232421876,0.02379458100149097,191.53417683987166,202.9681862507251
3481.0,384135.0,1.472,2.2494711659171367,3.352772444486618,69.0,1.9041,61.66581220508754,69.7736135651341,15908.1923828125,32922.84375,30503.669921875,125.3915023803711,-5.7211666107177725,44.04932403564453,0.0036352350172414094,178.2089534477524,182.44201230717331
3543.0,386068.0,1.472,4.273318431594156,8.336806161837146,61.0,2.8958,76.37292040115572,93.64651279775481,32007.83984375,41067.37109375,56973.23046875,-80.11994171142578,-109.5518035888672,-452.1475524902344,0.018104831585539896,204.91910048066975,210.95871112754463
3555.0,386495.0,1.472,5.764693021774293,7.3794085871089585,73.0,1.6042,84.38716059168634,91.30375770388409,37289.171875,51903.1484375,63375.7734375,-144.36903381347656,-172.90994262695312,-241.7594451904297,0.015906718287426333,175.3247775344491,179.25659246105909
3557.0,386565.0,1.472,3.0511885204098443,3.7874745374376126,72.0,1.6667,68.26121168087215,72.99616798699327,26250.05078125,67745.1640625,72645.90625,-219.44044494628903,349.84625244140625,141.1040496826172,0.004577522537833657,189.93429630011616,194.56462108866168
3560.0,386674.0,1.472,8.876799859783867,8.876799859783867,75.0,1.472,97.44729506470851,97.44729506470851,63117.15234375,67194.0390625,25176.818359375,-231.48074340820312,118.63833618164062,303.35723876953125,0.02290649019435434,137.07396762316208,140.59634871983187
3617.0,388500.0,1.472,1.173996789888902,5.266063931313428,71.0,1.7436,49.64855528733019,81.34054887703724,66933.3515625,25189.826171875,20276.888671875,241.74880981445312,-350.2023620605469,-144.3086395263672,0.008395579485653159,259.28978865091784,268.1630779156219
3657.0,389749.0,1.472,5.828619680621407,7.7750025825067,72.0,1.6667,84.6979473261738,92.77201766200977,48976.00390625,9330.517578125,36459.109375,172.5992889404297,-100.56433868408205,4.1654109954833975,0.017392859610778782,182.52441421274347,187.09334456607613
3677.0,390301.0,1.472,9.955282238396732,11.036021465604955,72.0,1.6667,101.24389345565643,104.26078732887062,9775.8916015625,69619.34375,35568.61328125,28.360654830932607,52.49350357055664,52.86479187011719,0.03326225835831896,162.62444885634432,173.14337379353086
3714.0,391444.0,1.472,3.37909534573555,6.533318622545763,72.0,1.6667,70.6238075163818,87.54434564970123,60773.32421875,67941.3046875,22647.060546875,-297.2335205078125,23.82990455627441,368.77252197265625,0.012596555933037887,208.7668421404847,214.12735681975303
3736.0,392131.0,1.472,1.4898704195564445,2.9579302804036574,72.0,1.6667,53.75272407840114,67.22221199065797,64871.38671875,21337.3359375,21377.349609375,357.7981872558594,-191.3728790283203,94.31314086914062,0.002891562296865937,248.78934331881047,256.90749060120305
3738.0,392203.0,1.472,4.5365460894324565,7.9697912389581855,63.0,2.5773,77.90991937769122,92.43276323703535,74826.921875,45154.62890625,56001.6640625,197.8997344970703,305.2304992675781,87.52723693847656,0.01695592121560821,224.4043035203964,230.7822790184054
3776.0,393345.0,1.472,4.1371919214725486,4.559108818119222,70.0,1.8227,75.55320089537445,77.40806823176537,31904.056640625,49416.140625,52604.953125,-258.59750366210943,-193.12429809570312,-266.8310546875,0.0064069667127358105,155.89262316864847,159.46917974192561
3792.0,393868.0,1.472,2.7217773551290687,4.217664287848907,69.0,1.9041,65.71056144805932,75.32061525782,18376.3125,62675.96484375,51647.3984375,243.2858123779297,-360.24810791015625,-22.977163314819336,0.0055359566782556225,207.95538876012367,213.96016100203656
3805.0,394331.0,1.472,5.784999240528452,6.818356839093295,73.0,1.6042,84.48612949443864,88.92858351376688,64971.03515625,24410.068359375,33495.58984375,86.7703857421875,-432.558837890625,-366.1308288574219,0.013729369386221863,175.49213421660164,179.70165240818085
3831.0,395140.0,1.472,1.4033812013539402,3.4843862734057685,63.0,2.5773,52.691779289325716,70.15399149940528,61923.484375,21163.291015625,9684.9453125,309.3818054199219,266.4168701171875,100.22186279296876,0.003893826051801477,240.5597113443164,248.3247539941504
3889.0,396842.0,1.472,8.37065008553592,10.632906447757373,70.0,1.8227,95.55880461419069,102.65424369996614,56020.83203125,74240.484375,50025.671875,76.5515365600586,-42.56686401367188,-265.66244506835943,0.03036342143218193,192.00636346074185,196.8273816229853
