Group Number,Subhalo ID,Snapshot,Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,Subhalo ID at Snap,Subfind ID at snapp
7437,733315,135,16.44251251220703,12011.513671875,26778.728515625,1706.7484130859375,-337.554931640625,-38.48495101928711,58.460208892822266,90000533100000000,733315
7437,733315,134,16.417098999023438,12042.8974609375,26782.87890625,1700.9254150390625,-337.57470703125,-38.33458709716797,57.80724334716797,90000533100000001,732197
7437,733315,133,16.28049659729004,12091.23828125,26788.1953125,1692.8878173828125,-337.4173889160156,-38.16896438598633,56.81455993652344,90000533100000002,729937
7437,733315,132,16.29532241821289,12123.4482421875,26792.35546875,1686.80810546875,-337.3583068847656,-38.073211669921875,56.04055404663086,90000533100000003,727056
7437,733315,131,16.124834060668945,12172.4814453125,26797.85546875,1678.54638671875,-337.1307067871094,-37.9283447265625,54.988040924072266,90000533100000004,724941
7437,733315,130,16.0766544342041,12204.7412109375,26801.734375,1673.253662109375,-337.1639404296875,-37.82176971435547,54.411651611328125,90000533100000005,723728
7437,733315,129,15.942169189453125,12254.7021484375,26807.37890625,1665.3209228515625,-336.8206481933594,-37.7767219543457,53.63614273071289,90000533100000006,722155
7437,733315,128,15.808744430541992,12287.6396484375,26811.435546875,1659.7647705078125,-336.65374755859375,-37.8130989074707,53.0418815612793,90000533100000007,720515
7437,733315,127,15.68326187133789,12337.474609375,26817.84765625,1651.5799560546875,-336.3656311035156,-37.762264251708984,52.30898666381836,90000533100000008,719470
7437,733315,126,15.67214298248291,12370.8935546875,26821.896484375,1646.3214111328125,-336.2799377441406,-37.72312927246094,51.893802642822266,90000533100000009,717922
7437,733315,125,15.39470386505127,12421.541015625,26826.7578125,1639.5333251953125,-336.06451416015625,-37.58335876464844,51.0506706237793,90000533100000010,716550
7437,733315,124,15.32216739654541,12472.0927734375,26834.095703125,1631.4263916015625,-335.6648864746094,-37.47413635253906,50.32046890258789,90000533100000011,714711
7437,733315,123,15.21309757232666,12506.0673828125,26837.462890625,1626.7166748046875,-335.5065612792969,-37.51810073852539,49.98219680786133,90000533100000012,713783
7437,733315,122,15.018254280090332,12556.744140625,26843.244140625,1618.60693359375,-335.2232666015625,-37.484947204589844,49.46875762939453,90000533100000013,712425
7437,733315,121,15.044198036193848,12591.3955078125,26846.9765625,1613.7325439453125,-334.88018798828125,-37.372867584228516,49.19708251953125,90000533100000014,711197
7437,733315,120,14.9727201461792,12643.751953125,26852.671875,1606.658203125,-334.615234375,-37.35078048706055,48.71653366088867,90000533100000015,709168
7437,733315,119,14.723342895507812,12696.4755859375,26857.89453125,1599.1490478515625,-334.3832092285156,-37.502166748046875,48.40071487426758,90000533100000016,706790
7437,733315,118,14.580387115478516,12731.5908203125,26862.236328125,1593.796630859375,-334.34149169921875,-37.42340850830078,48.188968658447266,90000533100000017,706104
7437,733315,117,14.535383224487305,12785.021484375,26867.26171875,1586.2352294921875,-333.7005615234375,-37.79541778564453,47.82726287841797,90000533100000018,704058
7437,733315,116,14.559208869934082,12837.595703125,26873.486328125,1578.5889892578125,-333.319091796875,-37.799232482910156,47.596946716308594,90000533100000019,700191
7437,733315,115,14.588329315185547,12873.224609375,26878.029296875,1573.1300048828125,-332.8385925292969,-38.05891418457031,47.50566482543945,90000533100000020,696513
7437,733315,114,14.479788780212402,12926.9541015625,26883.578125,1566.133544921875,-332.6599426269531,-38.16489028930664,47.19931411743164,90000533100000021,693501
7437,733315,113,14.41943073272705,12980.5498046875,26889.51953125,1558.1578369140625,-332.01416015625,-38.66122055053711,46.84255599975586,90000533100000022,690720
7437,733315,112,14.3982515335083,13034.33203125,26895.79296875,1550.1575927734375,-331.29864501953125,-38.890018463134766,46.59735870361328,90000533100000023,688412
7437,733315,111,14.293947219848633,13088.5615234375,26901.232421875,1543.5155029296875,-330.6355895996094,-39.204978942871094,46.66096115112305,90000533100000024,685841
7437,733315,110,14.15363883972168,13124.802734375,26905.029296875,1538.5032958984375,-330.05224609375,-39.57919692993164,46.254947662353516,90000533100000025,685330
7437,733315,109,14.077396392822266,13179.1396484375,26911.34375,1530.40234375,-329.48907470703125,-40.00730514526367,46.11028289794922,90000533100000026,682336
7437,733315,108,13.878847122192383,13232.958984375,26917.85546875,1522.753173828125,-328.86785888671875,-40.3743896484375,45.80604934692383,90000533100000027,680671
