Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass
4203.0,655348.0,0.10987,24.342572147195987,24.342572147195987,126.0,0.10987,157.71554079243674,157.71554079243674,15881.107421875,55303.12890625,1162.818359375,-50.704750061035156,134.51651000976562,-327.9237060546875,0.4918861784011102
5225.0,677164.0,0.10987,18.31690696152774,18.31690696152774,126.0,0.10987,143.45082402929285,143.45082402929285,23391.90234375,10871.69921875,2781.14404296875,-216.6201019287109,-321.97686767578125,80.72686004638672,0.2788608717692541
5429.0,681075.0,0.10987,25.25860613042659,28.49405191161416,113.0,0.31007,159.66955972440263,158.94154058127356,9462.1669921875,29163.53515625,23935.7734375,-255.5224914550781,-211.9166717529297,262.5307006835937,0.4589682809121239
5553.0,683506.0,0.10987,23.9168947393244,23.9168947393244,126.0,0.10987,156.79080800702926,156.79080800702926,51391.3359375,9679.615234375,9452.458984375,-66.20204925537111,61.3624382019043,67.24256134033203,0.47544541038393295
5568.0,683779.0,0.10987,24.325273253700953,24.325273253700953,126.0,0.10987,157.67817209168928,157.67817209168928,21938.201171875,73594.03125,69776.4453125,180.01329040527344,-81.50402069091797,165.5244903564453,0.4912145174447758
5581.0,683975.0,0.10987,29.198752208189532,30.70892799984325,104.0,0.48183,167.57417823371497,158.27378082625222,26066.498046875,40948.59375,53373.8828125,-183.46435546875,176.81927490234375,-303.000244140625,0.4213713770947717
5602.0,684384.0,0.10987,23.79054372960871,23.79054372960871,126.0,0.10987,156.5142160004425,156.5142160004425,17986.412109375,37566.97265625,52561.6875,-3.4634451866149902,312.869384765625,-133.24592590332028,0.4706008038305926
5681.0,685858.0,0.10987,21.141720089045442,21.141720089045442,126.0,0.10987,150.4754925910107,150.4754925910107,64114.30078125,65032.296875,70631.5078125,117.93035888671876,-48.52902221679688,-104.28949737548828,0.3730977988992049
5781.0,687612.0,0.10987,19.73081718791615,19.73081718791615,126.0,0.10987,147.05078878023733,147.05078878023733,40497.0234375,21038.4609375,48116.734375,-533.6375732421875,27.442960739135746,-259.1365966796875,0.32466062485285696
5815.0,688217.0,0.10987,22.144241766496137,22.144241766496137,126.0,0.10987,152.81732933882856,152.81732933882856,67823.0703125,61928.7265625,1379.8287353515625,145.24765014648438,-80.27000427246094,-45.66392135620117,0.409048175612894
5898.0,689554.0,0.10987,19.746611064130608,20.160255107012663,125.0,0.12575999999999998,147.0900147706063,147.52017984484826,73633.3515625,55745.71484375,56263.8046875,-66.25301361083984,38.75170135498047,-505.3677062988281,0.3270346862647537
