Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass,Escape Speed z=0,Escape Speed Max Mass
3161.0,551221.0,0.50305,19.830091433091603,22.493959827856585,102.0,0.52457,136.3832436726403,141.80833903443926,3602.682861328125,58338.20703125,33140.6171875,7.243904113769531,-86.33029174804688,299.3814697265625,0.2194453519588923,120.59492524609915,123.64540471063515
3326.0,556630.0,0.50305,8.794823153452441,23.362612182443794,102.0,0.52457,104.00681888774531,143.61074388596703,45726.63671875,72812.9921875,5926.54833984375,6.971240043640138,112.29058837890624,-20.731395721435547,0.2364966642153311,139.31825214358628,143.08424594875152
3460.0,560891.0,0.50305,12.87034424868497,15.120567245916885,100.0,0.57598,118.08176358285485,123.38598993074787,70779.5078125,6934.71240234375,45308.70703125,-43.812591552734375,-160.60430908203125,-264.03689575195307,0.09421077929819804,135.1637603584762,138.6745601386621
3477.0,561412.0,0.50305,16.881186853755604,24.04549988833341,93.0,0.75744,129.25690976341136,141.21480340347097,52963.27734375,11828.490234375,40333.796875,222.9427795410156,-207.32470703125,-170.39878845214844,0.2040770800735896,147.66491493685058,151.93396443661698
3567.0,564163.0,0.50305,9.838709777051752,19.0953097560189,92.0,0.7910699999999999,107.96893719421026,130.37612552279936,54237.5703125,42477.44921875,23874.134765625,2.4612631797790527,183.9745330810547,335.65863037109375,0.12738567109109805,181.4954080199266,188.18242857288968
3596.0,564984.0,0.50305,12.774830514734445,19.700734452767808,93.0,0.75744,117.78893417958368,132.13861832900722,65395.30078125,62596.53125,35507.97265625,36.32061767578125,144.52696228027344,358.66009521484375,0.13849235560087889,118.64318995264469,134.87806001034625
3598.0,565063.0,0.50305,19.875969399105426,20.805539055304095,99.0,0.59854,136.4883392835593,136.8544586357447,15048.35546875,58868.76953125,70260.5546875,-66.00167083740234,-99.75189208984376,237.4938201904297,0.1749344510403728,128.2422692136208,131.51117357047113
3840.0,572228.0,0.50305,12.914717197418213,14.803941954265945,100.0,0.57598,118.21731100624427,122.51867168943545,21693.4140625,52037.4375,55622.29296875,-388.1357727050781,32.11493682861328,-398.5382690429688,0.09026250235585946,154.79830029333996,159.1698533216734
4099.0,579127.0,0.50305,8.819641714746302,16.221612691879272,97.0,0.64464,104.10456105809534,125.28420318631346,40809.26953125,51441.75,24926.294921875,-38.590782165527344,-49.38125228881836,305.8324890136719,0.10248742189247308,145.2921487817194,149.60398251482482
4105.0,579299.0,0.50305,13.278724117712542,15.074690634554086,99.0,0.59854,119.31770527241927,122.91798425610192,47548.5703125,31418.8125,14245.3125,92.45891571044922,13.958642959594727,13.88412094116211,0.09183943208356432,158.19368463512066,162.68602533366928
