Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass
3115.0,625459.0,0.10987000000000001,21.37561684305017,21.37561684305017,126.0,0.10987000000000001,151.0283761413346,151.0283761413346,7679.568359375,18160.84375,63693.96484375,397.19512939453125,131.810791015625,60.14653015136719,0.3813755111306521
3159.0,626792.0,0.10987000000000001,25.665480982173573,25.665480982173573,126.0,0.10987000000000001,160.5223355690199,160.5223355690199,64539.484375,73070.078125,46588.28515625,152.36520385742188,-124.25725555419922,-192.7621917724609,0.5440942588415708
3161.0,626858.0,0.10987000000000001,30.075677416541357,30.075677416541357,126.0,0.10987000000000001,169.23524203143702,169.23524203143702,5139.8740234375,60590.84765625,54375.5234375,-78.38248443603516,-429.5091552734375,-5.244041442871094,0.7282197056447747
3359.0,632876.0,0.10987000000000001,30.23812716657465,30.23812716657465,126.0,0.10987000000000001,169.5393955823105,169.5393955823105,16336.0146484375,48851.40625,44983.234375,-19.943872451782227,-111.02816009521484,567.0188598632812,0.7352413531669009
3510.0,637195.0,0.10987000000000001,24.02895418080417,24.02895418080417,126.0,0.10987000000000001,157.03530074331223,157.03530074331223,9500.2314453125,7424.50244140625,2209.77978515625,264.01449584960943,-23.732608795166016,144.8759765625,0.47975571832702896
3714.0,642888.0,0.10987000000000001,23.907870054244995,23.907870054244995,126.0,0.10987000000000001,156.77108463166056,156.77108463166056,16566.990234375,41948.265625,4681.26708984375,-217.3747711181641,15.396554946899414,-107.59371185302734,0.4750988381340354
3899.0,647752.0,0.10987000000000001,30.735251578417692,30.735251578417692,126.0,0.10987000000000001,170.46344388158454,170.46344388158454,20713.0703125,5244.5361328125,12664.6962890625,-252.312255859375,7.275552749633789,-219.8272705078125,0.7568139844149224
3924.0,648389.0,0.10987000000000001,26.804130185734138,26.804130185734138,126.0,0.10987000000000001,162.86192872169337,162.86192872169337,10258.869140625,32432.02734375,11555.0009765625,-340.98443603515625,-157.4857940673828,19.885986328125,0.5902694485773976
4055.0,651806.0,0.10987000000000001,28.40380235151811,28.40380235151811,126.0,0.10987000000000001,166.03940234473592,166.03940234473592,69031.453125,65337.06640625,56982.5390625,-84.77654266357422,-362.775634765625,-456.3031005859375,0.6568380752108223
4073.0,652232.0,0.10987000000000001,28.17065878347917,28.22104909203269,124.0,0.14188,165.58385981380908,164.36856313018308,36187.38671875,28115.833984375,69451.6875,-31.98856544494629,116.30096435546876,-27.088062286376953,0.6074073723294472
