Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass,Escape Speed z=0,Escape Speed Max Mass
4264.0,538004.0,0.75744,2.7954812076958744,10.705105960369108,85.0,0.9973,68.92146200452346,105.87914948952414,24341.431640625,46228.984375,59893.94921875,-386.57666015625,24.82381248474121,-315.2508544921875,0.03704663106366556,197.07026299403216,203.28549921009858
5214.0,561165.0,0.75744,1.3815708966417748,11.22028109702197,83.0,1.0745,54.49123877627107,107.07015741135721,38985.59375,11581.8544921875,48524.02734375,2.1112809181213383,-105.26333618164062,95.53260803222656,0.03947029354973655,252.23614968249626,263.1598409274514
5323.0,563548.0,0.75744,0.7250050760128282,9.310749444094572,79.0,1.2485,43.95240441253568,99.78638538886257,12959.265625,47299.16796875,31182.166015625,3.336493015289306,-341.6236877441406,138.05862426757812,0.026240204515566242,265.14767616283297,284.174018209776
5446.0,566223.0,0.75744,2.8594078665429903,9.66197116808458,77.0,1.3576,69.44286948330175,100.60794564318344,50488.94921875,7651.95068359375,44296.1328125,-61.03439712524414,-115.81752014160156,-172.24984741210938,0.02746506807257436,206.7246469058589,214.2578857058337
5524.0,567982.0,0.75744,2.504426308653572,8.321012285622684,82.0,1.1142,66.44133877844868,96.71261644123337,19631.583984375,41583.53125,69414.359375,-32.237686157226555,249.7616271972656,-257.17684936523443,0.02188960900984486,201.19235977730125,208.1340886506012
5612.0,569974.0,0.75744,2.2314212877642032,11.20749522339214,83.0,1.0745,63.933647124505775,107.029471982864,62163.65625,31891.298828125,1924.80712890625,155.80734252929688,-62.229454040527344,20.884424209594727,0.03938348189752965,221.61153029370465,231.92856174780928
5670.0,571230.0,0.75744,1.738056709820574,8.263854817910628,79.0,1.2485,58.8243228537992,95.89676810577288,67138.6796875,10979.3017578125,29325.544921875,98.12992095947266,262.10409545898443,245.5941925048828,0.020900346640866468,237.3699959721964,248.03820190012715
5674.0,571337.0,0.75744,1.601178199052811,8.988107469948856,83.0,1.0745,57.23770058144926,99.43896933379251,45849.47265625,29593.109375,33649.09765625,-15.246073722839355,60.73281860351562,-99.67322540283205,0.02570157619428947,240.12185540101981,252.89007249360702
5802.0,573912.0,0.75744,3.05269252170216,8.858749812299555,79.0,1.2485,70.97356874420473,98.14478399270122,31330.158203125,31677.580078125,3683.496826171875,-68.91812896728516,53.60794448852539,88.45980834960938,0.023864586490811808,211.07719116273785,218.71890755956863
5860.0,575073.0,0.75744,3.5498172722079535,8.807608349756762,86.0,0.98785,74.63415527767295,99.27085894762376,73951.390625,12487.4560546875,4105.3125,76.79806518554688,129.67715454101562,84.83246612548828,0.0254088120949522,191.19263444502548,197.5309084407602
