Group Number,Subhalo ID,Redshift,Mass at z=0,Max Mass,Max Mass Snap,Redshift at Max Mass,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,Escape Speed z=0,Escape Speed Max Mass,AM Stellar Mass
2935.0,593455.0,0.24354,12.438650835644117,12.733466245911341,116.0,0.26134,122.21403277593627,122.71103838006037,20338.220703125,52371.796875,53459.41015625,-2.9073591232299805,-31.2138729095459,-445.3170166015625,123.9542661541671,127.40535935250256,0.09600463333004897
2955.0,594168.0,0.24354,23.49948883056641,23.89433167197488,114.0,0.29158,151.0831813613788,150.42749920227345,6169.97412109375,12556.6240234375,10868.4208984375,96.55125427246094,181.9359436035156,202.7495880126953,153.45774628192345,158.29979814050552,0.3352771126488294
3020.0,596254.0,0.24354,5.5841935629194435,14.890431003137069,110.0,0.36069,93.58009260129222,126.8214307479294,60974.2578125,64099.73046875,48211.328125,183.8709716796875,-96.3567123413086,-103.33670806884766,173.85285572878212,180.7142519274931,0.11531512281124932
3345.0,606535.0,0.24354,10.417059063911438,14.50386237014424,93.0,0.75744,115.19802273899981,119.31549455204771,15794.033203125,9618.3984375,2884.81103515625,264.5419921875,3.8225781917572017,119.25118255615234,173.75845581701859,179.87455112603516,0.07572876693441563
3617.0,614546.0,0.24354,14.654277400536973,16.343450004404243,81.0,1.1546,129.07776952806887,120.87542782710844,1240.6241455078125,31803.720703125,24658.0390625,148.87705993652344,-329.4435119628906,-278.68118286132807,141.68819651593412,145.81280872522223,0.07890982654028922
3698.0,616792.0,0.24354,16.837565736337144,21.38689702207392,109.0,0.38017,135.19368861906364,142.5980629345918,50027.1484375,8118.0146484375,45393.51171875,-11.66707706451416,-153.589111328125,-273.19317626953125,155.6833889620325,160.89782674728795,0.2356914083818261
3738.0,617882.0,0.24354,4.382369870489294,7.155288349498402,92.0,0.7910699999999999,86.31766012003033,93.99358510010185,25144.900390625,10022.705078125,11805.2939453125,-170.7448272705078,-141.73043823242188,81.17318725585938,101.36472212525156,103.95100430586719,0.018174218147504143
3934.0,623200.0,0.24354,12.836501002311707,15.092740004712885,114.0,0.29158,123.50338730334455,129.06791763275731,44312.1875,956.022705078125,60927.15625,-223.43618774414062,18.951231002807614,-81.98078918457031,120.43465506114693,123.67971105964206,0.13104305300941255
3990.0,624639.0,0.24354,4.8042867671359675,5.057737569917332,116.0,0.26134,89.00333705466227,90.20283372380622,24789.0234375,4219.57275390625,5214.8583984375,-303.2068176269531,-63.83404922485352,-290.8298645019531,146.13015919117828,150.45355433769288,0.012965438653618084
4107.0,627756.0,0.24354,6.838663057847457,9.907149455764078,107.0,0.41996999999999995,100.11989486375413,109.59836508362469,568.2808837890625,70869.6171875,12684.19140625,114.66984558105469,68.79108428955078,66.76704406738281,167.68932903790144,173.40132643814718,0.04579824038331516
4130.0,628376.0,0.24354,7.292167029597543,16.26824113455686,110.0,0.36069,102.28584060655236,130.61821943700147,3654.93896484375,11072.783203125,34342.828125,135.03706359863278,85.79048919677734,-276.0850830078125,132.18846414024947,142.59496027513407,0.13853524488320046
4142.0,628747.0,0.24354,15.91175523671237,16.472806984728035,110.0,0.36069,132.6689664857102,131.16342907432826,74199.8046875,43452.86328125,28203.716796875,182.2306365966797,59.29947280883789,165.0035858154297,118.52004677153053,121.82347413781112,0.14215714726583514
4144.0,628799.0,0.24354,9.993638504635204,13.475017114119098,112.0,0.32883,113.61557253729364,123.38831987662901,3644.422119140625,74292.0390625,3957.56201171875,311.9100341796875,3.963312864303589,111.36380767822266,140.64339597208314,144.84171757327587,0.09775793579739787
4196.0,630151.0,0.24354,6.541591476310384,6.947714496742598,114.0,0.29158,98.6486445482014,99.65740957135121,69681.3984375,16006.5029296875,71680.390625,131.85035705566406,87.71504974365234,114.84864807128906,133.1617266259076,138.38668573932915,0.024935475260631012
4264.0,631835.0,0.24354,7.7298778024586765,12.076899409294127,105.0,0.46092,104.29276754868464,116.32353517020478,62673.77734375,47532.98828125,26501.578125,-49.34170913696289,128.96470642089844,75.37220001220703,186.88587197092593,193.89262077862566,0.06632844974412265
4373.0,634494.0,0.24354,5.971515043215319,23.17083152857694,102.0,0.52457,95.69549493750944,143.21670304296575,13990.318359375,70602.78125,6823.46435546875,288.3732604980469,179.98312377929688,-201.0625915527344,213.91166328415034,223.0005767754417,0.23268357927003885
4384.0,634726.0,0.24354,11.320307173512196,14.637731693007732,97.0,0.64464,118.4357241723826,121.0661969097013,62904.0078125,11806.193359375,3451.872802734375,26.546449661254893,73.41126251220703,129.2459716796875,153.9365957954793,158.8402569958147,0.0834166933148384
4393.0,634942.0,0.24354,12.055841359225187,12.055841359225187,117.0,0.24354,120.94720155752735,120.94720155752735,39183.96875,747.8372192382812,36975.69140625,-179.35719299316406,-580.1622924804688,309.66864013671875,133.7859204510337,151.7148749872301,0.0879550626603589
4440.0,636025.0,0.24354,5.1231685687195165,7.5523866848512125,92.0,0.7910699999999999,90.93048998464904,95.70116855163928,37258.7578125,48960.5546875,25241.87109375,46.275184631347656,-37.73030471801758,292.1283874511719,186.9670725599709,193.91929849177157,0.020247772871271844
4481.0,636997.0,0.24354,2.236685800281438,3.837111998688091,90.0,0.8514700000000001,68.98134260544208,75.98230112971663,20671.8984375,26840.115234375,10079.390625,-241.47987365722656,-153.8180694580078,-10.219061851501463,198.3750994230572,206.08968210442876,0.005130701531038467
4483.0,637050.0,0.24354,4.237970506603068,5.8391487056558775,76.0,1.4141,85.3589949146851,84.89971715407731,7014.74951171875,34409.76953125,70869.953125,110.6317901611328,-79.5134506225586,37.7085075378418,139.18696964468762,143.24310842437364,0.010506108314448634
4558.0,638732.0,0.24354,5.8872821656140415,7.62458619746295,111.0,0.34785,95.24340935340544,101.69616362464264,49900.9140625,27079.625,43554.08203125,-176.66497802734375,-34.903759002685554,-23.88700294494629,173.5294332456283,179.77325598913663,0.028461022638283574
4570.0,639003.0,0.24354,5.557118830355731,6.1256912621584805,95.0,0.70011,93.428607772262,90.02019360424498,40663.578125,72752.34375,35366.875,-257.1718139648437,59.97579956054688,305.335205078125,174.02667807599033,187.26330139688594,0.01384700439180986
4612.0,640001.0,0.24354,13.164407827637412,15.489086508750914,112.0,0.32883,124.54618393918501,129.25267619440882,45975.9453125,6703.55029296875,2345.363525390625,-284.3434143066406,56.44280624389648,-38.79401779174805,115.25743278837639,118.38055369122418,0.13083102681156658
4620.0,640230.0,0.24354,2.446515993638472,4.928379912268032,105.0,0.46092,71.0743127720533,86.28139712628544,15279.0439453125,17272.4609375,27467.279296875,-40.9651985168457,18.75119400024414,-193.82305908203125,194.9915937323504,202.741353761557,0.010153269216484087
4626.0,640375.0,0.24354,3.2429688356139446,3.528007052161477,104.0,0.48183000000000004,78.0748049236913,76.94207712576409,14042.5263671875,40742.75390625,11878.796875,-170.6979522705078,-174.12644958496094,-200.861083984375,156.15984709442444,161.3675421708941,0.004956778971103439
4707.0,642183.0,0.24354,7.829904556274415,10.505804961377924,104.0,0.48183000000000004,104.74070001862765,110.69564524465864,40410.25390625,69206.7578125,40574.0234375,-112.65000915527344,-349.0332336425781,331.37005615234375,140.60220791511165,145.03369857092528,0.04866528890827805
4744.0,642988.0,0.24354,6.989831274205987,8.137505162845958,96.0,0.67611,100.85223959466771,99.20580059755802,63037.54296875,14046.4482421875,25058.427734375,211.12399291992188,333.2430419921875,266.36709594726557,156.91407287899548,162.07744077148837,0.02493948906271357
4746.0,643029.0,0.24354,1.1145824735814875,1.3387022878636017,102.0,0.52457,54.68909280584635,55.36574316344765,71701.25,48392.69921875,55413.7265625,426.4485778808594,488.455810546875,147.91404724121094,151.5456076578687,158.02912235903537,0.000639575077470776
4754.0,643217.0,0.24354,4.023627801374956,5.957977338270707,76.0,1.4141,83.89496865788884,85.47176662374359,65959.546875,31381.37890625,17153.29296875,400.0343017578125,-369.3834533691406,33.52653121948242,170.77229474308248,177.0710273757229,0.010913331703822415
4761.0,643409.0,0.24354,2.7232815257527614,2.934616059064865,115.0,0.27335,73.65928450981484,75.0486668114009,68108.3203125,63184.61328125,30127.814453125,-49.10841369628906,-19.92777442932129,144.38426208496094,140.3766716403052,144.3784855223008,0.00387870514892307
4767.0,643553.0,0.24354,4.310922189192339,5.401438271457499,79.0,1.2485,85.84599606193724,83.22354614402636,74918.6328125,53584.83203125,52084.62890625,59.98779296875,-256.65231323242193,79.71366882324219,168.2847643802132,173.9019119434031,0.00927330411902827
4801.0,644230.0,0.24354,4.674176939509132,7.539601488546892,107.0,0.41996999999999995,88.19250916031206,100.06233534627796,67484.25,49416.83984375,9666.046875,-0.4396502375602722,-50.27758026123047,107.4583511352539,189.55349915462867,196.92921854048686,0.02576897189835764
