Group Number,Subhalo ID,Mass at z=0,Max Mass,Max Mass Snap,Redshift,Rvir at z=0,Rvir at Max Mass,Pos x,Pos y,Pos z,Vel x,Vel y,Vel z,AM Stellar Mass,Escape Speed z=0,Escape Speed Max Mass
7892.0,738992.0,0.6588220342316411,2.7691583064469425,83.0,1.0745,48.770145939244024,67.16089218043219,10639.8154296875,22598.228515625,61249.359375,-10.736217498779297,-28.24493980407715,182.33941650390625,0.0026084281237269127,222.4188589078141,225.8013717438697
7893.0,739006.0,0.2406655853106217,0.4414709454232996,117.0,0.24354,34.86336856092205,40.16342044161589,14413.1171875,65059.73046875,4308.0458984375,388.45458984375,231.4584503173828,-281.43203735351557,6.037157468223659e-05,205.67077948497433,205.67077948497433
7894.0,739020.0,0.7280134172602134,1.4304561032490295,65.0,2.3161,50.42096396636313,52.25449586113051,5784.5546875,50830.95703125,50192.953125,257.9720458984375,-301.6071472167969,-261.62368774414057,0.0007848066835969017,212.86366923495865,212.86366923495865
7896.0,739042.0,2.2449586540460587,5.626310001720082,125.0,0.12575999999999998,73.38953436691281,96.40376111514121,9536.169921875,16150.3701171875,56163.8671875,52.95336532592773,35.9476203918457,129.74699401855472,0.02022374869914548,210.12389994001413,210.12389994001413
7897.0,739050.0,2.3494977504014973,2.460053529251706,134.0,0.0095218,74.51145221299168,75.45982587801133,48967.3515625,42220.8046875,30538.25390625,69.08411407470703,39.74822235107422,-89.56504821777344,0.0037728231296897843,186.7735411222661,186.7735411222661
7898.0,739065.0,1.7064694653857841,1.8719270486723287,129.0,0.073662,66.97779674157631,67.69892086089321,45725.46484375,25886.01953125,55232.51171875,-252.0106964111328,-78.2076644897461,-70.98597717285156,0.001776900608126597,207.26195880316445,207.26195880316445
7899.0,739083.0,0.2023095095699484,0.9446123784238644,79.0,1.2485,32.903097347541035,46.54013322076389,68632.890625,61532.4921875,39845.328125,435.75677490234375,79.94520568847656,-73.36597442626953,0.0003283556103824748,219.74552492058132,220.39055032180087
7901.0,739099.0,0.4489917138760741,0.5836140533739871,107.0,0.41997,42.91845951806923,42.64450567124436,61506.12109375,13871.5576171875,47166.31640625,-107.6290512084961,-3.11380934715271,-105.53599548339844,0.0001114322676662834,189.78217272118832,189.78217272118832
7902.0,739106.0,0.4001065496016633,0.42266893962567503,110.0,0.36069,41.30061989468128,38.68628292795831,44248.42578125,8908.828125,62962.07421875,-131.17106628417972,-187.78399658203125,-148.69168090820312,5.542394241361727e-05,218.2043323617479,218.2043323617479
7903.0,739113.0,1.8974977799437265,1.9621766087683763,132.0,0.033724000000000004,69.38918321826489,69.51286923957547,26044.34765625,67656.4375,64968.484375,-51.95994186401367,-22.59744071960449,120.81641387939452,0.00211496088716927,218.62203164194864,218.62203164194864
7904.0,739129.0,5.654136904261329,8.594017814506184,119.0,0.21442,99.85123863583851,108.72993222143005,5984.11328125,50951.17578125,29712.873046875,-10.433248519897461,-54.14491271972656,151.97552490234375,0.04434689189141562,186.87516742370556,186.87516742370556
7905.0,739141.0,1.7373047091744165,2.471334724263712,97.0,0.64464,67.37881192545247,66.91274239993778,36553.25390625,34457.42578125,40839.0390625,-220.1919250488281,72.75254821777344,29.89488410949707,0.0022191721769485528,183.35728647936818,183.35728647936818
