First Subhalo ID,Group Mass,First Subhalo Mass,Second Subhalo Mass,First Subhalo x,First Subhalo y,First Subhalo z,Second Subhalo x,Second Subhalo y,Second Subhalo z,First Subhalo Vel v_x,First Subhalo v_y,First Subhalo v_z,Second Subhalo v_x,Second Subhalo v_y,Second Subhalo v_z
598997,110.5414628982544,98.79547899419612,3.892013633793051,50275.3515625,67752.9921875,41134.15234375,50274.08984375,67580.78125,41105.1328125,-43.0530891418457,309.5409851074219,260.46466064453125,-97.58419036865234,377.68048095703125,170.71044921875
599043,115.0419061834162,105.46492446552624,0.6385158578103239,44203.58203125,47796.62890625,26553.048828125,44285.95703125,47905.05078125,26545.06640625,71.5882797241211,88.24591827392578,202.5267791748047,115.95152282714844,208.82778930664062,85.38099670410156
599072,111.90348321741278,97.75159575722435,3.8747157562862746,12890.173828125,39801.45703125,8618.7373046875,12757.2080078125,39808.59765625,8631.9619140625,-215.01988220214844,-183.39154052734375,-182.45040893554688,-214.86595153808594,-229.26158142089844,-50.45692825317383
599115,100.08830373937434,89.33431451970881,5.296899175102061,8487.4697265625,36859.5859375,24915.009765625,8626.46484375,36739.953125,24795.4140625,132.46424865722656,81.70547485351562,-14.897542953491211,169.18792724609375,172.43301391601562,-148.63351440429688
599145,109.78938232768667,94.7808785872026,3.153471106832678,18037.138671875,50271.28515625,49859.03125,17989.3359375,50326.08984375,49788.87109375,-142.98800659179688,-771.9013671875,-350.3819885253906,-169.95840454101562,-538.5477294921875,-270.4452209472656
599192,78.51865074851297,77.8688517483798,15.252181074836038,71059.96875,35367.203125,2730.915771484375,71118.765625,35147.3203125,2696.823486328125,70.86215209960938,-360.2011413574219,206.08184814453125,99.62290954589844,-208.70774841308594,122.70597839355469
599256,104.45563359694049,101.8406477841464,1.0100433772260493,59792.02734375,10832.8798828125,56745.82421875,59920.2265625,10827.2783203125,56936.76953125,-63.18482208251953,-29.550262451171875,-156.44216918945312,-31.433984756469727,-80.00328063964844,-307.169189453125
599313,105.83871061151679,84.3171856620095,5.455588075247678,34439.42578125,429.1082458496094,67649.984375,34415.3984375,360.5733337402344,67676.2109375,-28.979585647583008,123.4981689453125,407.2060241699219,-82.21300506591797,36.12803268432617,324.23126220703125
599373,103.67272116921166,96.85962850397284,0.9859768165783449,18800.998046875,45548.21875,68810.0546875,18802.21875,45550.90234375,68762.2578125,-144.58729553222656,153.65853881835938,-149.56573486328125,-133.40147399902344,348.0193176269531,-184.08897399902344
599451,95.26296095414595,77.39504358985208,11.635429479859093,4034.363525390625,48125.84375,25573.55859375,3922.61865234375,48082.69140625,25795.7265625,144.30776977539062,-122.29524230957031,126.19200134277344,160.91940307617188,-68.08307647705078,31.200748443603516
599517,111.5597811612216,100.74938427318227,1.4891182495789095,4186.9833984375,14281.62890625,19480.947265625,4158.154296875,14257.6455078125,19545.05859375,16.657146453857422,334.6949462890625,378.4480895996094,-85.82271575927734,322.61895751953125,204.87562561035156
599557,99.20009699734776,95.16593542965977,5.775973878123544,17007.87890625,37202.30859375,32770.7578125,17123.431640625,36993.4375,32787.2890625,-252.7552947998047,-63.68144607543945,200.71426391601562,-371.4490966796875,14.24914836883545,335.3605041503906
599614,99.61900927803734,95.01251307400791,4.413205114277926,20578.869140625,35689.125,37457.0390625,20724.759765625,35628.91015625,37185.59765625,155.62835693359375,-110.24696350097656,181.990478515625,118.31755065917969,-190.0325927734375,90.94926452636719
599644,110.61742089011453,100.9847792712125,3.0023032291369005,23112.029296875,35786.046875,38272.609375,23129.802734375,35771.1640625,38295.92578125,-288.81866455078125,-123.4766616821289,527.5772705078125,-112.11871337890625,-79.93174743652344,464.5368957519531
599692,102.71982713179156,77.04758102243598,14.973911372098057,30943.849609375,37152.58984375,58070.8203125,30874.904296875,37073.875,58116.6328125,-122.18232727050781,153.6997833251953,-272.6484680175781,-107.78385162353516,239.76902770996094,-211.45733642578125
599755,105.71160099723123,101.90382870760831,3.4858906133608385,47825.69921875,3686.576171875,37952.10546875,47968.71484375,3849.28466796875,37791.89453125,180.7892303466797,-142.09495544433594,94.45173645019531,96.024169921875,-156.3526611328125,154.3721923828125
599788,97.0318534157493,97.5184440612793,2.7872083539312538,26951.99609375,50606.58203125,6166.79931640625,27017.3359375,50475.1484375,6028.0322265625,-205.88938903808594,-79.22421264648438,-51.87657165527344,-262.83624267578125,-153.16952514648438,-115.08657836914062
599853,98.67363626306708,95.07945450869474,6.842423569072377,14160.267578125,57163.34375,72695.7109375,14161.0498046875,57392.30078125,72694.953125,-19.87934684753418,223.39361572265625,-456.8238525390625,33.90926742553711,83.9805908203125,-433.1331481933594
599908,106.45992105657405,94.40709244121206,1.1454178020358086,60344.734375,3021.1220703125,57100.3046875,60267.65625,3172.762451171875,56994.6640625,-87.37828826904297,-89.56800079345703,-202.8075408935547,30.40934944152832,-58.54352951049805,-221.50393676757812
599978,107.10595954548229,101.80981592698531,0.552026681940664,32521.666015625,66319.3359375,3787.337890625,32528.48046875,66409.984375,3706.1083984375,-231.9015655517578,196.66737365722656,-115.62098693847656,-209.41567993164062,182.98182678222656,43.530975341796875
600037,113.35799910805443,92.61488914489746,6.070789288390767,7454.13916015625,34264.2421875,70291.2890625,7406.5830078125,34227.6484375,70227.8046875,125.03841400146484,-104.87522888183594,10.752331733703613,-29.171894073486328,-64.48521423339844,59.16693878173828
600079,92.595327984203,85.72808720848778,6.827381524172696,9395.9990234375,10196.6396484375,9054.6572265625,9342.6923828125,10255.5576171875,9226.1083984375,150.7549285888672,-1.8106900453567505,208.17837524414062,78.45561981201172,14.387206077575684,189.49490356445312
